20gb,10gb,5gb,5gb,batch_size,microbatch_size,num_microbatches,max_new_tokens,peak_rank0_40gb_mb,peak_rank1_20gb_mb,peak_rank2_10gb_mb,peak_rank3_10gb_mb,avg_rank0_40gb_mb,avg_rank1_20gb_mb,avg_rank2_10gb_mb,avg_rank3_10gb_mb,total_latency_ms,status
24,9,5,2,64,2,32,512,39780,14955,8354,3774,25966,9859,5535,2651,1116563.5,ok
24,10,3,3,32,16,2,512,38746,19943,9710,9606,20326,9739,3957,4203,112065.1484375,ok
24,10,3,3,32,8,4,512,40072,19219,9514,9602,22104,10096,3925,4281,174187.265625,ok
24,10,3,3,32,4,8,512,35348,17883,6666,6980,21019,9515,3067,3374,298319.21875,ok
24,10,3,3,32,2,16,512,27492,11447,3534,3850,19632,8331,2622,2935,550466.25,ok
24,10,3,3,64,32,2,512,39658,19909,9558,9702,25293,11799,4906,5028,174827.1875,ok
24,10,3,3,64,16,4,512,39778,19901,9698,9714,25723,12116,5016,5023,226524.65625,ok
24,10,3,3,64,8,8,512,40062,19457,9440,9716,27577,12359,4571,5106,346069.375,ok
24,10,3,3,64,4,16,512,39026,19161,8966,9280,26602,11974,4369,4682,589965.375,ok
24,10,3,3,64,2,32,512,39780,16587,5090,5406,25983,10912,3402,3714,1092855.0,ok
24,10,4,2,32,16,2,512,38746,19943,9278,9368,19673,9575,4215,3409,112131.0390625,ok
24,10,4,2,32,8,4,512,40134,19219,8856,9454,22188,10120,4409,3686,173075.875,ok
24,10,4,2,32,4,8,512,36450,19347,8810,4836,21064,9557,4042,2425,295738.96875,ok
24,10,4,2,32,2,16,512,27492,11447,4654,2730,19625,8318,3428,2118,547411.0625,ok
24,10,4,2,64,32,2,512,40110,19881,9696,9696,25185,11745,5491,4559,174245.9375,ok
24,10,4,2,64,16,4,512,39778,19901,9590,9618,25610,12125,5360,4495,225804.765625,ok
24,10,4,2,64,8,8,512,40062,19897,9464,9078,27558,12344,5741,4192,346028.90625,ok
24,10,4,2,64,4,16,512,39800,19161,9172,7928,26624,11965,5293,3381,589789.4375,ok
24,10,4,2,64,2,32,512,39780,16587,6722,3774,25961,10910,4465,2649,1095642.875,ok
24,10,5,1,32,16,2,512,38746,19943,9688,9718,20334,9712,5023,2849,112092.5703125,ok
24,10,5,1,32,8,4,512,40072,19219,9638,5620,22005,10082,5012,2229,172996.203125,ok
24,10,5,1,32,4,8,512,35348,18021,9010,2692,21031,9548,4875,1458,295964.34375,ok
24,10,5,1,32,2,16,512,27492,11447,5774,1658,19613,8316,4233,1302,548405.3125,ok
24,10,5,1,64,32,2,512,39658,19875,9698,9682,25103,11743,5956,3758,174712.71875,ok
24,10,5,1,64,16,4,512,39850,19917,9662,9610,25664,12147,6041,3785,225962.0625,ok
24,10,5,1,64,8,8,512,40062,19683,9688,9648,27561,12378,6196,3714,346019.8125,ok
24,10,5,1,64,4,16,512,39026,19161,9648,4248,26618,11980,6177,1951,589567.0,ok
24,10,5,1,64,2,32,512,39780,16587,8354,2142,25974,10908,5530,1580,1092969.0,ok
